r, y, u
14.00, 14.00, 3.16
14.00, 14.02, 3.84
14.00, 14.03, 3.39
14.00, 14.06, 4.05
14.00, 14.08, 3.84
14.00, 14.05, 3.00
14.00, 14.05, 3.46
14.00, 14.06, 3.75
14.00, 14.05, 3.27
14.00, 14.04, 3.36
14.00, 14.04, 3.48
14.00, 14.06, 3.94
14.00, 14.08, 3.73
14.00, 14.06, 3.13
14.00, 14.03, 3.04
14.00, 14.05, 3.87
14.00, 14.04, 3.17
14.00, 14.03, 3.33
14.00, 14.03, 3.50
14.00, 14.00, 2.84
14.00, 13.99, 3.16
14.00, 13.99, 3.39
14.00, 14.01, 3.68
14.00, 14.00, 3.00
14.00, 13.99, 3.21
14.00, 13.97, 2.99
14.00, 13.96, 2.97
14.00, 13.96, 3.30
14.00, 13.98, 3.58
14.00, 13.96, 2.78
14.00, 13.94, 2.94
14.00, 13.92, 2.75
14.00, 13.93, 3.31
14.00, 13.93, 3.03
14.00, 13.96, 3.76
14.00, 13.97, 3.27
14.00, 13.97, 3.37
14.00, 13.96, 3.01
14.00, 13.95, 3.03
14.00, 13.97, 3.64
14.00, 13.99, 3.51
14.00, 13.99, 3.20
14.00, 13.99, 3.29
14.00, 13.95, 2.42
14.00, 13.94, 3.05
14.00, 13.95, 3.52
14.00, 13.99, 3.99
14.00, 14.03, 3.89
14.00, 14.03, 3.38
14.00, 14.01, 2.99
14.00, 13.98, 2.82
14.00, 14.01, 3.88
14.00, 14.02, 3.53
14.00, 14.03, 3.62
14.00, 14.03, 3.39
14.00, 14.05, 3.74
14.00, 14.06, 3.75
14.00, 14.07, 3.64
14.00, 14.04, 3.00
14.00, 14.04, 3.49
14.00, 14.05, 3.57
14.00, 14.05, 3.46
14.00, 14.04, 3.32
14.00, 14.05, 3.63
14.00, 14.05, 3.51
14.00, 14.07, 3.96
14.00, 14.06, 3.34
14.00, 14.04, 3.04
14.00, 14.05, 3.68
14.00, 14.05, 3.51
14.00, 14.02, 2.90
14.00, 14.01, 3.16
14.00, 14.01, 3.44
14.00, 14.02, 3.67
14.00, 14.00, 2.83
14.00, 14.00, 3.41
14.00, 13.99, 3.06
14.00, 13.99, 3.49
14.00, 13.97, 2.76
14.00, 13.98, 3.59
14.00, 13.99, 3.39
14.00, 14.00, 3.60
14.00, 13.97, 2.66
14.00, 13.94, 2.64
14.00, 13.93, 3.02
14.00, 13.96, 3.84
14.00, 13.97, 3.23
14.00, 13.97, 3.17
14.00, 13.95, 2.96
14.00, 13.97, 3.49
14.00, 13.96, 3.07
14.00, 13.97, 3.39
14.00, 13.94, 2.56
14.00, 13.95, 3.39
14.00, 13.98, 3.77
14.00, 13.99, 3.49
14.00, 13.98, 3.00
14.00, 13.98, 3.36
14.00, 13.97, 2.99
14.00, 13.99, 3.80
14.00, 13.98, 2.91
14.00, 13.98, 3.42
14.00, 14.00, 3.53
14.00, 14.02, 3.76
14.00, 14.02, 3.43
14.00, 14.03, 3.50
14.00, 14.05, 3.94
14.00, 14.05, 3.27
14.00, 14.02, 2.98
14.00, 14.01, 3.15
14.00, 14.07, 4.66
14.00, 14.06, 3.31
14.00, 14.07, 3.61
14.00, 14.07, 3.58
14.00, 14.07, 3.65
14.00, 14.03, 2.55
14.00, 14.01, 3.13
14.00, 14.05, 4.25
14.00, 14.07, 3.84
14.00, 14.05, 3.08
14.00, 14.06, 3.71
14.00, 14.01, 2.43
14.00, 14.01, 3.66
14.00, 14.03, 3.61
14.00, 14.01, 3.13
14.00, 14.04, 4.00
14.00, 14.02, 3.02
14.00, 13.99, 2.83
14.00, 13.96, 2.70
14.00, 13.96, 3.19
14.00, 13.98, 3.64
14.00, 13.98, 3.36
14.00, 13.95, 2.62
14.00, 13.96, 3.33
14.00, 13.99, 3.88
14.00, 13.99, 3.21
14.00, 13.97, 2.99
14.00, 13.96, 2.92
14.00, 13.96, 3.36
14.00, 13.95, 2.92
14.00, 13.95, 3.26
14.00, 13.97, 3.65
14.00, 13.97, 3.08
14.00, 13.98, 3.47
14.00, 13.94, 2.42
14.00, 13.94, 3.26
14.00, 13.95, 3.40
14.00, 13.98, 3.74
14.00, 13.97, 2.98
14.00, 13.96, 2.95
14.00, 13.98, 3.71
14.00, 14.00, 3.57
14.00, 14.00, 3.38
14.00, 13.98, 2.94
14.00, 13.99, 3.49
14.00, 13.99, 3.27
14.00, 13.99, 3.30
14.00, 14.02, 3.99
14.00, 14.04, 3.57
14.00, 14.04, 3.42
14.00, 14.04, 3.50
14.00, 14.04, 3.39
14.00, 14.04, 3.56
14.00, 14.05, 3.66
14.00, 14.06, 3.68
14.00, 14.06, 3.45
14.00, 14.02, 2.69
14.00, 14.02, 3.56
14.00, 14.04, 3.86
14.00, 14.08, 4.25
14.00, 14.10, 3.86
14.00, 14.07, 3.04
14.00, 14.03, 2.81
14.00, 14.01, 3.13
14.00, 14.00, 3.06
14.00, 14.01, 3.59
14.00, 14.04, 4.07
0.00, 14.03, 3.30
