r     y     u
0.350 0.346 1.142
0.350 0.347 1.114
0.350 0.347 1.141
0.350 0.347 1.141
0.350 0.347 1.141
0.350 0.346 1.169
0.350 0.346 1.142
0.350 0.346 1.143
0.350 0.346 1.143
0.350 0.346 1.143
0.350 0.346 1.143
0.350 0.346 1.143
0.350 0.346 1.143
0.350 0.346 1.144
0.350 0.346 1.144
0.350 0.346 1.144
0.350 0.346 1.144
0.350 0.346 1.144
0.350 0.346 1.145
0.350 0.346 1.145
0.350 0.346 1.145
0.350 0.346 1.145
0.350 0.346 1.145
0.350 0.347 1.118
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.145
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.146
0.350 0.347 1.147
0.350 0.347 1.147
0.350 0.347 1.147
0.350 0.347 1.147
0.350 0.347 1.147
0.350 0.347 1.147
0.350 0.346 1.175
0.350 0.347 1.121
0.350 0.346 1.175
0.350 0.346 1.149
0.350 0.346 1.149
0.350 0.346 1.149
0.350 0.346 1.149
0.350 0.346 1.149
0.350 0.346 1.150
0.350 0.346 1.150
0.350 0.346 1.150
0.350 0.346 1.150
0.350 0.346 1.150
0.350 0.346 1.150
0.350 0.346 1.151
0.350 0.346 1.151
0.350 0.346 1.151
0.350 0.347 1.124
0.350 0.347 1.150
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.151
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.152
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.153
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.154
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.155
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.156
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.350 1.103
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.347 1.211
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.160
0.350 0.350 1.105
0.350 0.350 1.158
0.350 0.351 1.130
0.350 0.351 1.157
0.350 0.351 1.157
0.350 0.352 1.129
0.350 0.352 1.156
0.350 0.354 1.101
0.350 0.354 1.154
0.350 0.354 1.154
0.350 0.354 1.154
0.350 0.354 1.153
0.350 0.354 1.153
0.350 0.354 1.153
0.350 0.354 1.153
0.350 0.354 1.153
0.350 0.352 1.207
0.350 0.352 1.154
0.350 0.352 1.154
0.350 0.351 1.181
0.350 0.351 1.155
0.350 0.350 1.182
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.347 1.210
0.350 0.347 1.157
0.350 0.347 1.157
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.158
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.347 1.159
0.350 0.350 1.104
0.350 0.350 1.157
0.350 0.350 1.157
0.350 0.350 1.157
0.350 0.350 1.157
0.350 0.350 1.157
0.350 0.350 1.157
0.350 0.351 1.130
0.350 0.350 1.184
0.350 0.350 1.157
0.350 0.351 1.130
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.156
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.350 1.183
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.351 1.129
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.350 1.183
0.350 0.351 1.129
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.350 1.182
0.350 0.351 1.128
0.350 0.350 1.182
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.347 1.211
0.350 0.350 1.102
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.350 1.156
0.350 0.351 1.128
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.155
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.351 1.154
0.350 0.350 1.181
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
0.350 0.350 1.155
1.300 0.350 1.200
1.300 0.350 1.245
1.300 0.350 1.290
1.300 0.350 1.336
1.300 0.350 1.381
1.300 0.351 1.398
1.300 0.351 1.470
1.300 0.352 1.488
1.300 0.356 1.477
1.300 0.357 1.574
1.300 0.360 1.563
1.300 0.365 1.578
1.300 0.370 1.591
1.300 0.379 1.576
1.300 0.387 1.614
1.300 0.397 1.596
1.300 0.407 1.631
1.300 0.421 1.584
1.300 0.435 1.615
1.300 0.452 1.563
1.300 0.469 1.591
1.300 0.488 1.590
1.300 0.507 1.587
1.300 0.529 1.555
1.300 0.552 1.547
1.300 0.575 1.566
1.300 0.599 1.555
1.300 0.622 1.598
1.300 0.647 1.585
1.300 0.673 1.543
1.300 0.697 1.608
1.300 0.724 1.564
1.300 0.748 1.626
1.300 0.773 1.607
1.300 0.797 1.640
1.300 0.821 1.646
1.300 0.844 1.678
1.300 0.866 1.710
1.300 0.888 1.714
1.300 0.909 1.745
1.300 0.930 1.748
1.300 0.948 1.805
1.300 0.966 1.808
1.300 0.985 1.810
1.300 1.001 1.866
1.00 1.018 1.840
1.300 1.033 1.896
1.300 1.050 1.842
1.300 1.064 1.924
1.300 1.079 1.897
1.300 1.095 1.869
1.300 1.109 1.921
1.300 1.123 1.920
1.300 1.137 1.918
1.300 1.152 1.888
1.300 1.165 1.911
1.300 1.180 1.880
1.300 1.194 1.902
1.300 1.208 1.896
1.300 1.224 1.835
1.300 1.238 1.882
1.300 1.252 1.874
1.300 1.267 1.839
1.300 1.280 1.857
1.300 1.293 1.875
1.300 1.307 1.838
1.300 1.318 1.882
1.300 1.331 1.845
1.300 1.344 1.834
1.300 1.354 1.878
1.300 1.364 1.867
1.300 1.374 1.884
1.300 1.383 1.873
1.300 1.392 1.863
1.300 1.400 1.879
1.300 1.409 1.841
1.300 1.415 1.911
1.300 1.422 1.874
1.300 1.428 1.890
1.300 1.432 1.907
1.300 1.437 1.897
1.300 1.442 1.888
1.300 1.445 1.905
1.300 1.447 1.923
1.300 1.451 1.887
1.300 1.452 1.932
1.300 1.454 1.896
1.300 1.455 1.915
1.300 1.455 1.934
1.300 1.457 1.899
1.300 1.457 1.918
1.300 1.457 1.911
1.300 1.455 1.931
1.300 1.455 1.897
1.300 1.454 1.917
1.300 1.454 1.883
1.300 1.452 1.931
1.300 1.450 1.925
1.300 1.447 1.920
1.300 1.445 1.915
1.300 1.443 1.909
1.300 1.440 1.904
1.300 1.438 1.899
1.300 1.434 1.950
1.300 1.431 1.892
1.300 1.428 1.915
1.300 1.424 1.911
1.300 1.422 1.880
1.300 1.417 1.931
1.300 1.413 1.929
1.300 1.409 1.900
1.300 1.405 1.925
1.300 1.400 1.923
1.300 1.396 1.922
1.300 1.391 1.921
1.300 1.386 1.920
1.300 1.383 1.892
1.300 1.377 1.945
1.300 1.373 1.919
1.300 1.368 1.919
1.300 1.363 1.919
1.300 1.359 1.919
1.300 1.354 1.920
1.300 1.350 1.921
1.300 1.345 1.922
1.300 1.340 1.923
1.300 1.337 1.897
1.300 1.332 1.926
1.300 1.327 1.955
1.300 1.322 1.931
1.300 1.318 1.906
1.300 1.314 1.935
1.300 1.309 1.938
1.300 1.307 1.886
1.300 1.302 1.942
1.300 1.299 1.918
1.300 1.294 1.948
1.300 1.291 1.924
1.300 1.289 1.900
1.300 1.284 1.957
1.300 1.282 1.906
1.300 1.279 1.909
1.300 1.276 1.939
1.300 1.272 1.943
1.300 1.271 1.892
1.300 1.270 1.894
1.300 1.268 1.924
1.300 1.266 1.927
1.300 1.263 1.930
1.300 1.262 1.906
1.300 1.261 1.909
1.300 1.261 1.884
1.300 1.259 1.941
1.300 1.257 1.917
1.300 1.257 1.893
1.300 1.257 1.895
1.300 1.257 1.897
1.300 1.256 1.926
1.300 1.257 1.874
1.300 1.257 1.903
1.300 1.259 1.877
1.300 1.259 1.906
1.300 1.261 1.853
1.300 1.262 1.881
1.300 1.263 1.882
1.300 1.266 1.855
1.300 1.266 1.910
1.300 1.267 1.884
1.300 1.268 1.885
1.300 1.270 1.858
1.300 1.270 1.913
1.300 1.271 1.886
1.300 1.271 1.914
1.300 1.272 1.888
1.300 1.272 1.916
1.300 1.275 1.863
1.300 1.275 1.917
1.300 1.276 1.891
1.300 1.276 1.919
1.300 1.277 1.892
1.300 1.279 1.865
1.300 1.279 1.919
1.300 1.280 1.893
1.300 1.282 1.893
1.300 1.282 1.920
1.300 1.284 1.866
1.300 1.285 1.893
1.300 1.286 1.892
1.300 1.289 1.865
1.300 1.290 1.891
1.300 1.290 1.918
1.300 1.291 1.891
1.300 1.291 1.918
1.300 1.293 1.864
1.300 1.293 1.917
1.300 1.293 1.918
1.300 1.293 1.918
1.300 1.293 1.918
1.300 1.293 1.919
1.300 1.293 1.919
1.300 1.293 1.919
1.300 1.293 1.920
1.300 1.293 1.920
1.300 1.293 1.920
1.300 1.293 1.921
1.300 1.293 1.921
1.300 1.293 1.921
1.300 1.293 1.922
1.300 1.293 1.922
1.300 1.293 1.922
1.300 1.294 1.895
1.300 1.294 1.922
1.300 1.295 1.895
1.300 1.295 1.922
1.300 1.295 1.922
1.300 1.298 1.867
1.300 1.298 1.920
1.300 1.299 1.893
1.300 1.299 1.920
1.300 1.300 1.892
1.300 1.300 1.919
1.300 1.300 1.919
1.300 1.302 1.864
1.300 1.302 1.917
1.300 1.302 1.917
1.300 1.302 1.917
1.300 1.304 1.889
1.300 1.304 1.916
1.300 1.304 1.915
1.300 1.304 1.915
1.300 1.304 1.915
1.300 1.304 1.915
1.300 1.302 1.942
1.300 1.302 1.916
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.915
1.300 1.302 1.914
1.300 1.302 1.914
1.300 1.302 1.914
1.300 1.302 1.914
1.300 1.304 1.887
1.300 1.304 1.913
1.300 1.304 1.913
1.300 1.305 1.885
1.300 1.305 1.912
1.300 1.307 1.856
1.300 1.307 1.909
1.300 1.307 1.909
1.300 1.308 1.881
1.300 1.308 1.907
1.300 1.309 1.880
1.300 1.309 1.906
1.300 1.309 1.905
1.300 1.309 1.905
1.300 1.312 1.849
1.300 1.312 1.902
1.300 1.312 1.902
1.300 1.312 1.901
1.300 1.309 1.955
1.300 1.312 1.847
1.300 1.309 1.954
1.300 1.309 1.901
1.300 1.309 1.900
1.300 1.308 1.927
1.300 1.308 1.900
1.300 1.307 1.927
1.300 1.307 1.901
1.300 1.307 1.900
1.300 1.307 1.900
1.300 1.305 1.955
1.300 1.305 1.901
1.300 1.305 1.901
1.300 1.304 1.928
1.300 1.304 1.901
1.300 1.304 1.901
1.300 1.302 1.928
1.300 1.302 1.902
1.300 1.302 1.902
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.00 1.300 1.956
1.300 1.300 1.903
1.300 1.300 1.903
1.300 1.300 1.903
1.300 1.300 1.903
1.300 1.302 1.848
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.900
1.300 1.304 1.873
1.300 1.304 1.899
1.300 1.304 1.899
1.300 1.304 1.899
1.300 1.304 1.899
1.300 1.305 1.871
1.300 1.305 1.898
1.300 1.305 1.897
1.300 1.305 1.897
1.300 1.305 1.897
1.300 1.305 1.897
1.300 1.305 1.896
1.300 1.305 1.896
1.300 1.305 1.896
1.300 1.305 1.896
1.300 1.304 1.923
1.300 1.304 1.896
1.300 1.304 1.896
1.300 1.304 1.896
1.300 1.304 1.896
1.300 1.304 1.896
1.300 1.304 1.895
1.300 1.304 1.895
1.300 1.304 1.895
1.300 1.302 1.922
1.300 1.302 1.896
1.300 1.302 1.896
1.300 1.300 1.951
1.300 1.300 1.897
1.300 1.299 1.925
1.300 1.299 1.898
1.300 1.299 1.898
1.300 1.298 1.926
1.300 1.298 1.899
1.300 1.298 1.899
1.300 1.295 1.954
1.300 1.295 1.901
1.300 1.295 1.902
1.300 1.295 1.902
1.300 1.295 1.902
1.300 1.295 1.902
1.300 1.294 1.930
1.300 1.294 1.904
1.300 1.294 1.904
1.300 1.294 1.904
1.300 1.294 1.904
1.300 1.294 1.905
1.300 1.295 1.877
1.300 1.294 1.932
1.300 1.295 1.878
1.300 1.294 1.932
1.300 1.294 1.906
1.300 1.294 1.906
1.300 1.294 1.906
1.300 1.294 1.907
1.300 1.294 1.907
1.300 1.294 1.907
1.300 1.294 1.908
1.300 1.294 1.908
1.300 1.294 1.908
1.300 1.294 1.908
1.300 1.293 1.936
1.00 1.293 1.910
1.300 1.293 1.910
1.300 1.293 1.910
1.300 1.291 1.966
1.300 1.291 1.913
1.300 1.291 1.913
1.300 1.290 1.941
1.300 1.290 1.915
1.300 1.290 1.916
1.300 1.290 1.916
1.300 1.291 1.889
1.300 1.291 1.916
1.300 1.291 1.917
1.300 1.293 1.862
1.300 1.293 1.916
1.300 1.294 1.889
1.300 1.294 1.915
1.300 1.295 1.888
1.300 1.295 1.915
1.300 1.298 1.860
1.300 1.299 1.886
1.300 1.299 1.913
1.300 1.300 1.885
1.300 1.300 1.912
1.300 1.302 1.857
1.300 1.302 1.910
1.300 1.304 1.883
1.300 1.304 1.909
1.00 1.304 1.909
1.300 1.304 1.909
1.300 1.305 1.881
1.300 1.305 1.907
1.300 1.305 1.907
1.300 1.305 1.907
1.300 1.305 1.907
1.300 1.304 1.934
1.300 1.304 1.907
1.300 1.304 1.907
1.300 1.304 1.907
1.300 1.304 1.907
1.300 1.304 1.907
1.300 1.302 1.934
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.907
1.300 1.302 1.906
1.300 1.302 1.906
1.300 1.302 1.906
1.300 1.300 1.961
1.300 1.300 1.908
1.300 1.300 1.908
1.300 1.300 1.908
1.300 1.302 1.853
1.300 1.300 1.961
1.300 1.300 1.908
1.300 1.300 1.908
1.300 1.300 1.908
1.300 1.300 1.908
1.300 1.302 1.853
1.300 1.300 1.961
1.300 1.302 1.853
1.300 1.302 1.906
1.300 1.302 1.906
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.905
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.904
1.300 1.302 1.903
1.300 1.302 1.903
1.300 1.302 1.903
1.300 1.302 1.903
1.300 1.302 1.903
1.300 1.304 1.875
1.300 1.304 1.902
1.300 1.304 1.902
1.300 1.304 1.902
1.300 1.304 1.901
1.300 1.304 1.901
1.300 1.304 1.901
1.300 1.304 1.901
1.300 1.304 1.901
1.300 1.302 1.928
1.300 1.304 1.874
1.300 1.302 1.928
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.901
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.900
1.300 1.302 1.899
1.300 1.302 1.899
1.300 1.300 1.954
1.300 1.300 1.901
1.300 1.300 1.901
1.300 1.300 1.901
1.300 1.299 1.928
1.300 1.299 1.902
1.300 1.299 1.902
1.300 1.298 1.929
1.300 1.298 1.903
1.300 1.298 1.903
1.300 1.295 1.958
1.300 1.295 1.905
1.300 1.294 1.933
1.300 1.294 1.906
1.300 1.294 1.907
1.300 1.293 1.935
1.300 1.293 1.908
1.300 1.293 1.909
1.300 1.293 1.909
1.300 1.293 1.909
1.300 1.293 1.909
1.000 1.293 1.896
1.000 1.291 1.937
1.000 1.291 1.870
1.000 1.293 1.801
1.000 1.291 1.895
1.000 1.291 1.828
1.000 1.291 1.814
1.00 1.290 1.828
1.000 1.290 1.787
1.00 1.289 1.801
1.000 1.286 1.816
1.00 1.285 1.776
1.000 1.282 1.819
1.000 1.279 1.780
1.000 1.276 1.796
1.00 1.271 1.813
1.000 1.267 1.804
1.000 1.262 1.795
1.000 1.256 1.813
1.000 1.249 1.833
1.000 1.243 1.826
1.000 1.236 1.820
1.000 1.229 1.814
1.000 1.220 1.863
1.000 1.211 1.832
1.000 1.202 1.856
1.000 1.193 1.853
1.000 1.184 1.851
1.000 1.175 1.849
1.000 1.165 1.848
1.000 1.156 1.847
1.000 1.147 1.846
1.000 1.138 1.846
1.000 1.129 1.846
1.000 1.119 1.847
1.000 1.111 1.821
1.000 1.104 1.794
1.000 1.096 1.822
1.000 1.088 1.823
1.000 1.081 1.798
1.000 1.073 1.827
1.000 1.068 1.774
1.000 1.061 1.803
1.000 1.055 1.778
1.000 1.049 1.779
1.000 1.042 1.809
1.000 1.038 1.757
1.000 1.032 1.786
1.000 1.027 1.761
1.000 1.023 1.764
1.000 1.018 1.766
1.000 1.015 1.741
1.000 1.010 1.770
1.000 1.008 1.718
1.000 1.003 1.775
1.000 1.000 1.751
1.000 0.996 1.753
1.000 0.994 1.728
1.000 0.989 1.786
1.000 0.987 1.734
1.000 0.983 1.792
1.000 0.980 1.741
1.000 0.978 1.744
1.000 0.976 1.747
1.000 0.973 1.749
1.000 0.971 1.752
1.000 0.968 1.783
1.000 0.966 1.732
1.000 0.964 1.762
1.000 0.963 1.738
1.000 0.962 1.741
1.000 0.960 1.771
1.000 0.958 1.747
1.000 0.957 1.750
1.000 0.957 1.725
1.000 0.955 1.782
1.000 0.955 1.731
1.000 0.955 1.733
1.000 0.955 1.735
1.000 0.955 1.738
1.000 0.955 1.740
1.000 0.955 1.742
1.000 0.955 1.744
1.000 0.957 1.691
1.000 0.957 1.746
1.000 0.958 1.721
1.000 0.960 1.722
1.000 0.960 1.751
1.000 0.962 1.698
1.000 0.962 1.753
1.000 0.963 1.727
1.000 0.963 1.755
1.000 0.963 1.757
1.000 0.964 1.731
1.000 0.964 1.760
1.000 0.964 1.761
1.000 0.964 1.763
1.000 0.966 1.710
1.00 0.966 1.765
1.000 0.968 1.739
1.000 0.968 1.767
1.000 0.968 1.769
1.000 0.968 1.770
1.000 0.969 1.744
1.000 0.969 1.772
1.000 0.971 1.719
1.000 0.971 1.773
1.000 0.971 1.775
1.000 0.972 1.749
1.000 0.972 1.777
1.000 0.973 1.750
1.000 0.973 1.778
1.000 0.976 1.725
1.00 0.976 1.779
1.000 0.976 1.780
1.000 0.976 1.781
1.000 0.977 1.755
1.000 0.977 1.783
1.000 0.978 1.756
1.000 0.978 1.784
1.000 0.980 1.730
1.000 0.980 1.784
1.000 0.981 1.758
1.000 0.981 1.785
1.000 0.983 1.759
1.000 0.983 1.786
1.000 0.985 1.732
1.000 0.985 1.786
1.000 0.986 1.759
1.000 0.986 1.786
1.000 0.986 1.787
1.000 0.986 1.788
1.000 0.987 1.761
1.000 0.987 1.788
1.000 0.987 1.789
1.000 0.987 1.789
1.000 0.987 1.790
1.000 0.989 1.736
1.000 0.989 1.789
1.000 0.989 1.790
1.000 0.991 1.763
1.000 0.991 1.790
1.000 0.992 1.763
1.000 0.992 1.790
1.000 0.994 1.735
1.000 0.994 1.789
1.000 0.995 1.762
1.000 0.995 1.789
1.000 0.996 1.761
1.000 0.996 1.788
1.000 0.999 1.733
1.000 0.999 1.787
1.000 1.000 1.759
1.000 1.000 1.786
1.000 1.000 1.786
1.000 1.001 1.758
1.000 1.001 1.785
1.000 1.003 1.730
1.000 1.003 1.783
1.000 1.003 1.783
1.000 1.004 1.755
1.000 1.004 1.782
1.000 1.004 1.781
1.000 1.004 1.781
1.000 1.006 1.754
1.000 1.006 1.780
1.000 1.006 1.780
1.000 1.008 1.724
1.000 1.008 1.777
1.000 1.008 1.777
1.000 1.008 1.777
1.000 1.008 1.776
1.000 1.009 1.748
1.000 1.009 1.775
1.000 1.009 1.774
1.000 1.009 1.774
1.000 1.009 1.773
1.000 1.009 1.773
1.000 1.008 1.800
1.000 1.009 1.745
1.000 1.008 1.799
1.000 1.008 1.772
1.000 1.008 1.772
1.000 1.008 1.771
1.000 1.008 1.771
1.000 1.008 1.771
1.000 1.006 1.825
1.000 1.006 1.772
1.000 1.006 1.771
1.000 1.006 1.771
1.000 1.004 1.798
1.00 1.004 1.772
1.000 1.004 1.771
1.000 1.004 1.771
1.000 1.004 1.771
1.000 1.004 1.771
1.000 1.004 1.771
1.000 1.004 1.770
1.000 1.004 1.770
1.000 1.004 1.770
1.000 1.004 1.770
1.000 1.006 1.742
1.000 1.006 1.768
1.000 1.006 1.768
1.000 1.006 1.768
1.000 1.006 1.768
1.000 1.006 1.767
1.000 1.006 1.767
1.000 1.006 1.767
1.000 1.006 1.767
1.000 1.006 1.766
1.000 1.006 1.766
1.000 1.006 1.766
1.000 1.006 1.765
1.000 1.006 1.765
1.000 1.006 1.765
1.000 1.006 1.765
1.000 1.006 1.764
1.000 1.006 1.764
1.000 1.006 1.764
1.000 1.004 1.791
1.000 1.004 1.764
1.00 1.003 1.792
1.000 1.001 1.820
1.000 1.001 1.766
1.000 1.000 1.794
1.000 0.999 1.795
1.000 0.996 1.823
1.000 0.996 1.770
1.000 0.995 1.798
1.000 0.995 1.771
1.000 0.995 1.772
1.000 0.995 1.772
1.000 0.995 1.772
1.000 0.995 1.772
1.000 0.995 1.773
1.000 0.996 1.745
1.000 0.996 1.772
1.000 0.999 1.717
1.000 1.000 1.743
1.000 1.001 1.742
1.000 1.003 1.714
1.000 1.003 1.767
1.000 1.004 1.739
1.000 1.004 1.766
1.000 1.006 1.738
1.000 1.006 1.764
1.000 1.008 1.709
1.000 1.008 1.762
1.000 1.008 1.762
1.000 1.008 1.761
1.000 1.008 1.761
1.000 1.006 1.816
1.000 1.006 1.762
1.000 1.004 1.789
1.000 1.004 1.762
1.000 1.003 1.790
1.000 1.001 1.818
1.000 1.001 1.765
1.000 1.000 1.792
1.000 1.000 1.765
1.000 0.999 1.793
1.000 0.999 1.766
1.000 0.996 1.821
1.000 0.996 1.768
1.000 0.996 1.769
1.000 0.996 1.769
1.000 0.996 1.769
1.000 0.996 1.769
1.000 0.996 1.769
1.000 0.996 1.769
1.000 0.996 1.770
1.000 0.996 1.770
1.000 0.999 1.715
1.000 0.999 1.768
1.00 0.999 1.768
1.000 1.000 1.741
1.000 1.000 1.768
1.000 1.001 1.740
1.000 1.001 1.767
1.000 1.001 1.767
1.000 1.003 1.712
1.000 1.003 1.765
1.000 1.003 1.765
1.000 1.003 1.764
1.000 1.003 1.764
1.000 1.004 1.737
1.000 1.004 1.763
1.000 1.004 1.763
1.000 1.004 1.763
1.000 1.004 1.762
1.000 1.004 1.762
1.000 1.004 1.762
1.000 1.004 1.762
1.000 1.003 1.789
1.000 1.003 1.762
1.000 1.003 1.762
1.000 1.003 1.762
1.000 1.001 1.817
1.000 1.001 1.763
1.000 1.000 1.791
1.000 0.999 1.792
1.000 0.999 1.765
1.000 0.996 1.820
1.000 0.996 1.767
1.000 0.995 1.795
1.000 0.995 1.768
1.000 0.995 1.769
1.000 0.994 1.796
1.000 0.994 1.770
1.000 0.995 1.743
1.000 0.995 1.770
1.000 0.995 1.770
1.000 0.995 1.770
1.000 0.996 1.743
1.000 0.996 1.770
1.000 0.996 1.770
1.000 0.999 1.715
1.000 0.999 1.768
1.000 0.999 1.768
1.000 1.000 1.741
1.000 1.000 1.768
1.000 1.000 1.768
1.000 1.000 1.768
1.000 1.000 1.768
1.000 1.001 1.740
1.000 1.000 1.794
1.000 1.000 1.768
1.000 1.000 1.768
1.000 1.000 1.768
